epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
83,970.779,0.0103,0.87671,1,0.2812,0.000134375,0.000134375,0.000134375
84,982.429,0.03584,0.95434,1,0.14247,0.000127306,0.000127306,0.000127306
85,994.113,0.04495,0.92237,1,0.2003,0.000120238,0.000120238,0.000120238
86,1005.8,0.04343,0.89954,1,0.24787,0.000113169,0.000113169,0.000113169
87,1017.49,0.02251,0.84475,1,0.36308,0.0001061,0.0001061,0.0001061
88,1029.01,0.01195,0.95434,1,0.21223,9.90318e-05,9.90318e-05,9.90318e-05
89,1040.59,0.00946,0.93151,1,0.18461,9.19632e-05,9.19632e-05,9.19632e-05
90,1052.12,0.03294,0.96804,1,0.14982,8.48946e-05,8.48946e-05,8.48946e-05
91,1065.44,0.00206,0.96347,1,0.16275,7.7826e-05,7.7826e-05,7.7826e-05
92,1077.21,0.02613,0.92237,1,0.20868,7.07574e-05,7.07574e-05,7.07574e-05
93,1088.85,0.0466,0.90868,1,0.22213,6.36888e-05,6.36888e-05,6.36888e-05
94,1100.73,0.00571,0.91781,1,0.22478,5.66202e-05,5.66202e-05,5.66202e-05
95,1112.33,0.00434,0.94064,1,0.15453,4.95516e-05,4.95516e-05,4.95516e-05
96,1123.91,0.01148,0.92237,1,0.20692,4.2483e-05,4.2483e-05,4.2483e-05
97,1135.66,0.00759,0.91781,1,0.26254,3.54144e-05,3.54144e-05,3.54144e-05
98,1147.29,0.0071,0.93151,1,0.18449,2.83458e-05,2.83458e-05,2.83458e-05
99,1158.84,0.04024,0.94064,1,0.16573,2.12772e-05,2.12772e-05,2.12772e-05
100,1170.44,0.04222,0.92237,1,0.26588,1.42086e-05,1.42086e-05,1.42086e-05
